date,station,latitude,longitude,district,river,basin,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,rainfall_30d,rainfall_api,rainfall_anomaly_7d,data_source
2010-06-23,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,21.7,37.210000000000036,65.34999999999998,242.95000000000002,342.48999999999995,87.26,-14.564333333333352,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-06-24,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,19.35,54.60000000000004,72.79999999999997,254.68000000000004,356.33,93.52,-10.343666666666692,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-06-25,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,17.49,58.540000000000035,81.95999999999998,241.66,371.4,96.98,-4.700000000000017,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-06-26,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,16.12,52.960000000000036,91.29999999999997,219.57,387.37,98.56,0.9136666666666429,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-06-27,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,7.93,41.540000000000035,98.09999999999998,189.10000000000002,394.68999999999994,91.7,6.00566666666667,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-06-28,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,12.72,36.77000000000004,108.85999999999997,162.77,406.41999999999996,90.67,14.028666666666638,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-06-29,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,13.95,34.60000000000004,109.25999999999998,159.57,406.5,91.02,14.409999999999968,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-06-30,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,12.13,38.80000000000004,99.68999999999997,165.04000000000002,407.85999999999996,89.49,4.5226666666666375,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-01,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,12.68,38.76000000000003,93.01999999999998,165.82000000000002,420.40999999999997,88.75,-5.075666666666677,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-02,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,5.68,30.490000000000034,81.20999999999997,163.17000000000002,411.53999999999996,81.12,-14.816000000000017,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-03,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,13.46,31.820000000000036,78.54999999999998,169.85000000000002,422.4,82.41,-20.01000000000002,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-04,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,20.81,39.95000000000003,91.42999999999996,189.53000000000003,434.95,90.86,-10.058333333333366,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-05,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,18.82,53.09000000000003,97.52999999999997,206.39000000000001,449.59999999999997,96.05,-7.376666666666694,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-06,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,9.65,49.28000000000004,93.22999999999996,202.49000000000004,453.71999999999997,91.29,-12.638000000000034,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-07,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,9.33,37.80000000000004,90.42999999999998,190.12,457.71,86.93,-16.369000000000014,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-08,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,4.05,23.030000000000037,81.79999999999997,174.82000000000002,452.78,77.94,-23.848666666666688,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-09,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,0.2,13.580000000000036,76.31999999999996,157.53,437.32,66.45,-25.721333333333376,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-10,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,10.32,14.570000000000036,73.17999999999998,151.73000000000002,440.02,66.8,-29.49133333333336,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-11,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,5.14,15.660000000000036,57.50999999999997,148.94000000000003,414.65,61.92,-39.241666666666696,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-12,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,5.9,21.360000000000035,44.58999999999997,142.12000000000003,382.34,58.53,-44.622666666666696,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-13,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,6.6,17.640000000000036,41.53999999999997,134.77,350.53999999999996,56.35,-40.25266666666669,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-14,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,2.47,14.970000000000034,34.67999999999997,125.11000000000001,313.96,50.37,-38.57733333333335,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-15,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,10.13,19.20000000000004,40.75999999999997,122.56,306.94,52.94,-30.85933333333336,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-16,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,32.86,45.460000000000036,73.41999999999997,149.74,333.14,77.86,-4.312666666666686,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-17,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,15.27,58.26000000000003,78.36999999999996,151.55,336.51,81.45,-0.14900000000004354,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-18,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,19.94,68.07000000000004,93.16999999999996,150.68,348.11999999999995,89.18,11.941999999999979,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-19,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,32.32,67.53000000000003,119.58999999999997,164.18,373.65999999999997,108.12,32.40266666666665,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-20,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,29.76,82.02000000000004,142.74999999999997,184.29000000000002,402.29,121.66,48.88233333333329,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-21,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,28.26,90.34000000000003,168.53999999999996,203.22000000000003,428.59000000000003,131.67,68.53566666666661,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-22,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,15.5,73.52000000000004,173.90999999999997,214.67000000000002,430.54,127.42,73.45066666666662,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-23,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,9.1,52.860000000000035,150.14999999999995,223.57000000000002,417.94,117.41,52.63066666666661,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-24,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,13.76,38.360000000000035,148.64,227.01,412.35,113.56,52.42499999999998,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-25,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,11.73,34.59000000000003,140.42999999999998,233.60000000000002,406.59,108.25,45.55899999999998,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-26,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,24.17,49.66000000000004,132.27999999999997,251.87,414.64,116.19,35.53066666666663,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-27,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,40.73,76.63000000000002,143.24999999999997,286.0,447.43999999999994,139.49,38.84733333333331,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-28,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,16.58,81.48000000000002,131.57,300.11,451.3,135.14,26.266666666666666,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-29,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,82.29,139.60000000000002,198.35999999999999,372.27,519.64,197.16,77.11066666666666,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-30,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,30.08,128.95000000000005,219.33999999999997,369.49,537.59,197.67,93.9023333333333,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-07-31,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,19.5,131.87000000000006,225.07999999999998,373.72,544.41,187.52,98.05099999999999,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-01,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,7.82,57.40000000000004,221.17,361.6,546.55,167.21,93.64166666666668,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-02,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,7.73,35.05000000000004,204.72999999999996,337.01,540.8199999999999,149.86,78.53866666666664,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-03,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,16.28,31.830000000000044,180.27999999999997,323.53000000000003,536.2900000000001,143.66,55.14566666666663,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-04,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,21.15,45.16000000000004,184.85,316.42,538.62,143.26,59.172,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-05,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,4.61,42.04000000000004,107.16999999999997,305.53000000000003,533.58,126.38,-17.332000000000036,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-06,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,9.0,34.76000000000004,86.08999999999997,305.43,533.25,116.42,-38.33500000000001,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-07,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,9.02,22.63000000000004,75.60999999999997,300.69,538.22,107.98,-49.97466666666671,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-08,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,9.27,27.290000000000042,77.05999999999996,298.23,547.29,101.05,-50.641000000000034,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-09,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,1.64,19.930000000000042,70.96999999999997,275.70000000000005,538.61,87.54,-54.7056666666667,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-10,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,4.6,15.51000000000004,59.28999999999997,239.57000000000002,538.07,79.01,-66.25966666666673,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-11,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,3.42,9.660000000000043,41.559999999999974,226.41,535.5899999999999,70.57,-83.41100000000002,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-12,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,3.74,11.76000000000004,40.68999999999997,147.86,532.73,63.73,-83.61366666666672,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-13,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,3.73,10.890000000000043,35.41999999999997,121.51000000000002,533.99,57.9,-89.1776666666667,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-14,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,4.04,11.510000000000042,30.43999999999997,106.05000000000001,527.9,53.25,-92.73666666666671,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-15,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,12.65,20.420000000000044,33.81999999999997,110.88000000000002,507.69,57.92,-84.64100000000002,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-16,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,19.47,36.16000000000004,51.64999999999997,122.62000000000002,511.89,68.7,-67.79100000000003,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-17,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,11.96,44.08000000000004,59.00999999999997,118.30000000000001,503.90999999999997,70.35,-58.56900000000004,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-18,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,11.33,42.76000000000005,66.91999999999997,108.48,482.91999999999996,71.13,-45.761333333333354,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-19,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,3.6,26.890000000000047,66.77999999999997,107.47000000000001,456.76,64.06,-39.797333333333356,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-20,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,17.5,32.43000000000005,80.54999999999997,115.97000000000001,446.0,71.95,-23.516666666666694,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-21,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,9.74,30.840000000000046,86.24999999999997,116.69000000000001,440.24,70.9,-16.472666666666697,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-22,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,6.11,33.350000000000044,79.70999999999997,113.53000000000002,437.24999999999994,66.37,-22.315000000000012,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-23,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,14.52,30.370000000000047,74.75999999999998,126.41000000000003,438.01,70.94,-27.44233333333335,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-24,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,39.18,59.810000000000045,101.97999999999996,160.99,465.46000000000004,99.48,-6.627333333333382,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-25,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,14.56,68.26000000000005,105.20999999999997,172.13000000000002,455.84999999999997,99.12,-1.1550000000000296,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-26,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,11.9,65.64000000000004,113.50999999999996,180.29000000000002,427.02,96.15,13.871999999999957,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-27,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,9.99,36.450000000000045,105.99999999999996,186.55,420.43,91.72,7.899666666666619,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-28,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,7.58,29.47000000000004,103.83999999999997,190.09,345.71999999999997,85.54,23.171999999999983,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-29,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,8.84,26.410000000000043,106.56999999999996,186.28000000000003,324.47999999999996,81.55,30.857999999999976,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-30,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,40.91,57.33000000000004,132.95999999999998,207.72000000000003,345.89,110.23,52.252333333333326,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-08-31,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,3.9,53.65000000000004,97.67999999999996,199.66000000000003,341.96999999999997,97.59,17.886999999999972,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-01,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,2.53,47.34000000000004,85.64999999999995,190.86,336.77,85.48,7.070333333333295,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-02,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,2.83,9.260000000000042,76.57999999999996,190.09,323.32,75.49,1.138666666666623,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-03,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,2.84,8.200000000000042,69.42999999999995,175.43,305.01,67.01,-1.739000000000047,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-04,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,1.1,6.770000000000042,62.94999999999996,166.79,301.5,58.06,-7.400000000000048,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-05,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,5.34,9.280000000000042,59.44999999999995,166.02,297.84000000000003,54.69,-10.046000000000056,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-06,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,6.51,12.950000000000042,25.049999999999955,158.01000000000002,295.33,52.99,-43.86033333333337,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-07,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,16.43,28.280000000000044,37.579999999999956,135.26000000000002,302.49,61.48,-33.00100000000005,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-08,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,18.07,41.01000000000005,53.119999999999955,138.77,318.92,70.32,-21.294666666666707,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-09,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,18.42,52.920000000000044,68.70999999999995,145.29000000000002,332.74,78.2,-8.929333333333375,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-10,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,33.16,69.65000000000003,99.02999999999994,168.46000000000004,362.47999999999996,99.63,14.451333333333295,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-11,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,6.66,58.24000000000004,104.58999999999996,167.54000000000002,365.40000000000003,91.34,19.329999999999956,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-12,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,10.0,49.820000000000036,109.24999999999996,168.70000000000002,371.67,87.64,22.526999999999944,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-13,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,6.7,23.360000000000042,109.43999999999996,134.49,374.33,81.19,22.09633333333329,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-14,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,14.92,31.620000000000044,107.92999999999995,145.51,376.6,83.94,20.056666666666615,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-15,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,14.6,36.22000000000004,104.45999999999997,157.58,371.72999999999996,85.95,17.72299999999997,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-16,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,6.92,36.44000000000004,92.95999999999997,161.67000000000002,366.69,79.97,7.398999999999958,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-17,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,1.22,22.74000000000004,61.01999999999996,160.05,356.58,69.2,-22.182000000000038,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-18,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,1.04,9.180000000000042,55.399999999999956,159.99,354.02,59.86,-27.204666666666704,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-19,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,0.18,2.4400000000000426,45.57999999999996,154.83,336.7,51.06,-32.98333333333337,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-20,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,0.0,1.2200000000000426,38.87999999999996,148.32,326.96,43.4,-37.41066666666669,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-21,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,6.93,7.110000000000042,30.889999999999958,138.82000000000002,327.78,43.82,-45.59200000000003,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-22,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,7.77,14.700000000000042,24.059999999999956,128.52,321.03,45.02,-50.84700000000004,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-23,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,9.92,24.62000000000004,27.059999999999956,120.02000000000001,291.77,48.18,-41.019666666666694,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-24,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,10.99,28.680000000000042,36.829999999999956,97.85000000000001,288.2,51.95,-30.4166666666667,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-25,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,15.17,36.08000000000004,50.95999999999996,106.36000000000001,291.46999999999997,59.32,-17.049666666666702,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-26,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,6.44,32.600000000000044,57.219999999999956,102.80000000000001,287.91999999999996,56.87,-9.961333333333371,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-27,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,9.16,30.770000000000042,66.37999999999997,105.26000000000002,289.5,57.5,-1.1700000000000301,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-28,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,3.24,18.840000000000042,62.68999999999996,93.58000000000001,283.9,52.11,-3.553333333333363,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-29,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,0.71,13.110000000000042,55.62999999999996,79.69000000000003,243.7,45.01,-1.2333333333333698,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-09-30,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,3.01,6.960000000000041,48.71999999999996,75.78000000000002,242.81,41.26,-7.935666666666712,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-10-01,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,7.48,11.200000000000042,45.20999999999996,82.04000000000002,247.76,42.55,-12.600666666666704,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-10-02,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,45.27,55.76000000000005,75.30999999999996,126.27000000000001,290.2,81.44,7.596666666666621,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-10-03,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,28.24,80.99000000000004,97.10999999999996,154.33,315.6,97.47,23.469999999999942,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-10-04,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,9.96,83.47000000000004,97.90999999999997,164.29000000000002,324.46,92.81,22.20266666666663,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-10-05,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,3.95,42.150000000000034,98.61999999999996,161.31000000000003,323.07,82.83,23.236999999999966,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-10-06,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,11.57,25.480000000000036,109.47999999999996,165.11,328.12999999999994,81.98,32.91633333333331,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-10-07,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,4.45,19.970000000000034,110.91999999999996,159.64000000000001,316.15000000000003,74.13,37.151666666666614,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-10-08,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,1.95,17.970000000000034,105.38999999999996,150.60000000000002,300.03000000000003,64.96,35.38299999999995,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-10-09,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,1.13,7.530000000000036,61.24999999999996,136.56000000000003,282.74,56.35,-4.722666666666711,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-10-10,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,0.41,3.4900000000000353,33.41999999999996,130.53000000000003,249.98999999999998,48.31,-24.911000000000044,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-10-11,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,0.34,1.8800000000000354,23.799999999999958,121.71000000000001,243.67,41.4,-33.056333333333384,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-10-12,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,0.87,1.6200000000000356,20.719999999999956,119.34000000000002,234.54,36.06,-34.00600000000004,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-10-13,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,7.47,8.680000000000035,16.61999999999996,126.10000000000001,235.31,38.12,-38.285666666666714,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-10-14,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,7.94,16.280000000000037,20.109999999999957,131.03000000000003,228.32999999999998,40.34,-33.167000000000044,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-10-15,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,4.08,19.490000000000034,22.23999999999996,127.63000000000002,217.80999999999997,38.37,-28.582333333333366,SATELLITE-DERIVED (NASA POWER / MERRA-2)
2010-10-16,MUTHANKERA,11.80805556,76.08416667,WAYANAD,Cauvery,Cauvery,6.39,18.410000000000036,27.499999999999957,88.75,217.28,39.01,-23.19866666666671,SATELLITE-DERIVED (NASA POWER / MERRA-2)
