date,state,district,village_ward_id,village_ward_name,latitude,longitude,elevation_m,slope_deg,aspect_deg,rainfall_mm_daily,rainfall_mm_1hr_max,rainfall_mm_3day_cum,rainfall_mm_7day_cum,soil_moisture_pct,river_distance_km,river_water_level_m,river_level_change_24hr_m,landslide_history_count,flood_history_count,land_use_type,flash_flood_occurred,lead_time_hours
2023-06-02,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,4.3,1.5,13.1,13.1,24.8,4.73,2.75,-0.01,1,1,agriculture,0,
2023-06-03,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,4.1,1.3,17.2,17.2,24.2,4.73,2.59,-0.16,1,1,agriculture,0,
2023-06-04,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,3.2,0.9,11.6,20.4,23.2,4.73,2.51,-0.08,1,1,agriculture,0,
2023-06-05,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,8.5,3.2,15.8,28.9,22.9,4.73,2.45,-0.06,1,1,built-up,0,
2023-06-06,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,3.2,0.9,14.9,32.1,21.9,4.73,2.36,-0.09,1,1,agriculture,0,
2023-06-07,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,14.9,5.3,26.6,47.0,26.4,4.73,2.52,0.16,1,1,forest,0,
2023-06-08,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,8.0,4.1,26.1,46.2,27.2,4.73,2.53,0.01,1,1,agriculture,0,
2023-06-09,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,9.6,4.6,32.5,51.5,28.2,4.73,2.52,-0.01,1,1,forest,0,
2023-06-10,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,3.7,1.5,21.3,51.1,27.3,4.73,2.45,-0.07,1,1,agriculture,0,
2023-06-11,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,6.9,2.8,20.2,54.8,27.1,4.73,2.42,-0.03,1,1,built-up,0,
2023-06-12,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,9.8,5.2,20.4,56.1,28.4,4.73,2.4,-0.02,1,1,forest,0,
2023-06-13,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,7.7,3.3,24.4,60.6,29.8,4.73,2.29,-0.11,1,1,forest,0,
2023-06-14,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,8.7,3.0,26.2,54.4,29.8,4.73,2.36,0.07,1,1,agriculture,0,
2023-06-15,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,6.3,3.5,22.7,52.7,27.9,4.73,2.21,-0.15,1,1,forest,0,
2023-06-16,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,10.6,4.8,25.6,53.7,30.3,4.73,2.16,-0.05,1,1,barren,0,
2023-06-17,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,12.3,6.5,29.2,62.3,34.1,4.73,2.15,-0.01,1,1,forest,0,
2023-06-18,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,12.5,3.2,35.4,67.9,35.4,4.73,2.13,-0.02,1,1,built-up,0,
2023-06-19,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,17.2,5.3,42.0,75.3,39.1,4.73,2.25,0.12,1,1,built-up,0,
2023-06-20,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,9.3,2.4,39.0,76.9,39.6,4.73,2.26,0.01,1,1,built-up,0,
2023-06-21,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,11.0,3.2,37.5,79.2,39.3,4.73,2.37,0.11,1,1,forest,0,
2023-06-22,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,3.5,1.7,23.8,76.4,36.8,4.73,2.27,-0.1,1,1,forest,0,
2023-06-23,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,0.9,0.4,15.4,66.7,31.9,4.73,2.21,-0.06,1,1,agriculture,0,
2023-06-24,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,8.8,2.5,13.2,63.2,32.7,4.73,2.2,-0.01,1,1,agriculture,0,
2023-06-25,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,2.3,0.6,12.0,53.0,30.6,4.73,2.02,-0.18,1,1,forest,0,
2023-06-26,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,5.4,1.6,16.5,41.2,29.6,4.73,2.07,0.05,1,1,built-up,0,
2023-06-27,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,10.6,3.0,18.3,42.5,32.2,4.73,2.14,0.07,1,1,forest,0,
2023-06-28,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,21.1,10.3,37.1,52.6,37.8,4.73,2.34,0.2,1,1,forest,0,
2023-06-29,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,4.3,2.1,36.0,53.4,37.8,4.73,2.24,-0.1,1,1,agriculture,0,
2023-06-30,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,4.9,1.5,30.3,57.4,36.2,4.73,2.17,-0.07,1,1,barren,0,
2023-07-01,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,18.2,8.9,27.4,66.8,39.8,4.73,2.39,0.22,1,1,agriculture,0,
2023-07-02,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,22.7,7.0,45.8,87.2,44.4,4.73,2.55,0.16,1,1,forest,0,
2023-07-03,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,10.8,5.1,51.7,92.6,42.7,4.73,2.46,-0.09,1,1,forest,0,
2023-07-04,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,6.0,3.1,39.5,88.0,39.2,4.73,2.51,0.05,1,1,built-up,0,
2023-07-05,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,27.9,9.3,44.7,94.8,46.4,4.73,2.76,0.25,1,1,forest,0,
2023-07-06,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,15.3,7.2,49.2,105.8,48.3,4.73,2.77,0.01,1,1,barren,0,
2023-07-07,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,8.4,4.3,51.6,109.3,46.2,4.73,2.65,-0.12,1,1,built-up,0,
2023-07-08,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,12.8,4.6,36.5,103.9,45.5,4.73,2.69,0.04,1,1,forest,0,
2023-07-09,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,3.9,2.1,25.1,85.1,43.7,4.73,2.52,-0.17,1,1,forest,0,
2023-07-10,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,10.7,3.8,27.4,85.0,43.4,4.73,2.59,0.07,1,1,forest,0,
2023-07-11,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,35.6,9.3,50.2,114.6,54.1,4.73,2.93,0.34,1,1,agriculture,0,
2023-07-12,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,30.4,12.9,76.7,117.1,60.0,4.73,3.16,0.23,1,1,forest,0,
2023-07-13,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,12.6,3.3,78.6,114.4,59.0,4.73,3.15,-0.01,1,1,barren,0,
2023-07-14,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,5.2,1.4,48.2,111.2,55.3,4.73,3.08,-0.07,1,1,built-up,0,
2023-07-15,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,26.5,7.7,44.3,124.9,57.5,4.73,3.2,0.12,1,1,agriculture,0,
2023-07-16,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,21.2,9.6,52.9,142.2,60.0,4.73,3.28,0.08,1,1,forest,0,
2023-07-17,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,24.5,9.8,72.2,156.0,60.0,4.73,3.46,0.18,1,1,agriculture,0,
2023-07-18,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,16.8,7.7,62.5,137.2,59.6,4.73,3.52,0.06,1,1,agriculture,0,
2023-07-19,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,38.3,21.1,79.6,145.1,60.0,4.73,3.86,0.34,1,1,built-up,0,
2023-07-20,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,10.9,5.6,66.0,143.4,56.7,4.73,3.75,-0.11,1,1,agriculture,0,
2023-07-21,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,20.5,10.2,69.7,158.7,59.9,4.73,3.81,0.06,1,1,forest,0,
2023-07-22,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,5.3,1.9,36.7,137.5,55.1,4.73,3.76,-0.05,1,1,agriculture,0,
2023-07-23,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,7.8,3.3,33.6,124.1,51.4,4.73,3.72,-0.04,1,1,agriculture,0,
2023-07-24,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,36.3,14.7,49.4,135.9,60.0,4.73,3.97,0.25,1,1,forest,0,
2023-07-25,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,3.5,1.5,47.6,122.6,53.8,4.73,3.85,-0.12,1,1,built-up,0,
2023-07-26,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,20.2,6.2,60.0,104.5,56.2,4.73,3.92,0.07,1,1,barren,0,
2023-07-27,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,7.0,2.3,30.7,100.6,53.1,4.73,3.85,-0.07,1,1,agriculture,0,
2023-07-28,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,7.9,3.7,35.1,88.0,50.4,4.73,3.68,-0.17,1,1,forest,0,
2023-07-29,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,19.9,9.2,34.8,102.6,52.3,4.73,3.74,0.06,1,1,forest,0,
2023-07-30,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,5.8,2.9,33.6,100.6,48.8,4.73,3.62,-0.12,1,1,agriculture,0,
2023-07-31,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,14.6,4.7,40.3,78.9,50.3,4.73,3.64,0.02,1,1,agriculture,0,
2023-08-01,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,3.9,1.4,24.3,79.3,47.6,4.73,3.47,-0.17,1,1,forest,0,
2023-08-02,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,10.5,4.6,29.0,69.6,48.3,4.73,3.54,0.07,1,1,forest,0,
2023-08-03,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,4.2,1.3,18.6,66.8,46.4,4.73,3.49,-0.05,1,1,agriculture,0,
2023-08-04,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,8.4,4.6,23.1,67.3,43.7,4.73,3.44,-0.05,1,1,agriculture,0,
2023-08-05,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,6.8,3.1,19.4,54.2,42.4,4.73,3.32,-0.12,1,1,agriculture,0,
2023-08-06,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,9.8,3.0,25.0,58.2,41.9,4.73,3.22,-0.1,1,1,forest,0,
2023-08-07,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,7.3,2.0,23.9,50.9,39.9,4.73,3.18,-0.04,1,1,agriculture,0,
2023-08-08,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,17.1,6.0,34.2,64.1,43.6,4.73,3.26,0.08,1,1,built-up,0,
2023-08-09,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,45.2,18.9,69.6,98.8,56.4,4.73,3.67,0.41,1,1,agriculture,0,
2023-08-10,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,12.2,5.5,74.5,106.8,54.7,4.73,3.61,-0.06,1,1,forest,0,
2023-08-11,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,14.1,6.2,71.5,112.5,55.6,4.73,3.61,0.0,1,1,forest,0,
2023-08-12,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,10.4,4.8,36.7,116.1,53.5,4.73,3.48,-0.13,1,1,forest,0,
2023-08-13,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,14.3,5.5,38.8,120.6,54.5,4.73,3.5,0.02,1,1,barren,0,
2023-08-14,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,59.2,29.9,83.9,172.5,60.0,4.73,4.03,0.53,1,1,forest,0,
2023-08-15,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,20.1,7.5,93.6,175.5,60.0,4.73,4.1,0.07,1,1,forest,0,
2023-08-16,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,6.0,3.0,85.3,136.3,56.4,4.73,4.01,-0.09,1,1,agriculture,0,
2023-08-17,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,7.7,2.3,33.8,131.8,54.4,4.73,3.87,-0.14,1,1,forest,0,
2023-08-18,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,11.5,4.8,25.2,129.2,53.4,4.73,3.84,-0.03,1,1,forest,0,
2023-08-19,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,0.2,0.1,19.4,119.0,48.5,4.73,3.72,-0.12,1,1,forest,0,
2023-08-20,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,30.3,11.8,42.0,135.0,55.9,4.73,3.88,0.16,1,1,barren,0,
2023-08-21,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,8.3,2.3,38.8,84.1,53.2,4.73,3.77,-0.11,1,1,agriculture,0,
2023-08-22,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,15.2,6.6,53.8,79.2,54.9,4.73,3.69,-0.08,1,1,agriculture,0,
2023-08-23,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,5.2,1.6,28.7,78.4,51.3,4.73,3.51,-0.18,1,1,built-up,0,
2023-08-24,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,2.0,0.5,22.4,72.7,46.4,4.73,3.23,-0.28,1,1,forest,0,
2023-08-25,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,24.4,7.7,31.6,85.6,50.7,4.73,3.36,0.13,1,1,forest,0,
2023-08-26,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,20.3,10.2,46.7,105.7,53.7,4.73,3.39,0.03,1,1,forest,0,
2023-08-27,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,29.4,10.8,74.1,104.8,59.3,4.73,3.64,0.25,1,1,built-up,0,
2023-08-28,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,11.3,3.9,61.0,107.8,57.2,4.73,3.69,0.05,1,1,forest,0,
2023-08-29,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,12.4,6.5,53.1,105.0,57.4,4.73,3.72,0.03,1,1,forest,0,
2023-08-30,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,36.8,17.4,60.5,136.6,60.0,4.73,3.98,0.26,1,1,forest,0,
2023-08-31,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,15.9,4.0,65.1,150.5,59.9,4.73,3.91,-0.07,1,1,forest,0,
2023-09-01,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,2.8,0.9,55.5,128.9,56.2,4.73,3.78,-0.13,1,1,forest,0,
2023-09-02,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,10.3,3.0,29.0,118.9,56.0,4.73,3.78,0.0,1,1,agriculture,0,
2023-09-03,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,10.0,5.4,23.1,99.5,53.8,4.73,3.76,-0.02,1,1,barren,0,
2023-09-04,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,17.4,7.8,37.7,105.6,57.2,4.73,3.76,0.0,1,1,barren,0,
2023-09-05,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,3.2,1.2,30.6,96.4,54.8,4.73,3.56,-0.2,1,1,barren,0,
2023-09-06,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,4.5,2.0,25.1,64.1,50.8,4.73,3.48,-0.08,1,1,built-up,0,
2023-09-07,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,4.1,1.3,11.8,52.3,47.1,4.73,3.43,-0.05,1,1,built-up,0,
2023-09-08,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,12.4,5.1,21.0,61.9,48.0,4.73,3.43,0.0,1,1,built-up,0,
2023-09-09,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,3.8,1.9,20.3,55.4,45.1,4.73,3.39,-0.04,1,1,agriculture,0,
2023-09-10,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,0.9,0.5,17.1,46.3,41.0,4.73,3.29,-0.1,1,1,forest,0,
2023-09-11,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,85.6,40.0,90.3,114.5,60.0,4.73,4.13,0.84,1,1,forest,0,
2023-09-12,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,19.5,7.0,106.0,130.8,60.0,4.73,4.18,0.05,1,1,forest,0,
2023-09-13,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,17.4,8.2,122.5,143.7,59.5,4.73,4.12,-0.06,1,1,forest,0,
2023-09-14,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,11.1,4.3,48.0,150.7,57.6,4.73,4.08,-0.04,1,1,agriculture,0,
2023-09-15,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,8.6,3.9,37.1,146.9,56.5,4.73,3.95,-0.13,1,1,forest,0,
2023-09-16,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,4.2,1.8,23.9,147.3,55.1,4.73,3.89,-0.06,1,1,agriculture,0,
2023-09-17,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,21.9,7.3,34.7,168.3,58.3,4.73,4.03,0.14,1,1,forest,0,
2023-09-18,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,5.8,2.8,31.9,88.5,54.4,4.73,3.76,-0.27,1,1,forest,0,
2023-09-19,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,11.7,3.2,39.4,80.7,54.1,4.73,3.64,-0.12,1,1,built-up,0,
2023-09-20,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,2.7,0.8,20.2,66.0,51.6,4.73,3.55,-0.09,1,1,forest,0,
2023-09-21,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,5.2,1.6,19.6,60.1,47.1,4.73,3.38,-0.17,1,1,forest,0,
2023-09-22,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,7.4,2.4,15.3,58.9,43.6,4.73,3.35,-0.03,1,1,built-up,0,
2023-09-23,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,5.7,2.2,18.3,60.4,40.4,4.73,3.25,-0.1,1,1,forest,0,
2023-09-24,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,6.5,3.1,19.6,45.0,40.8,4.73,3.18,-0.07,1,1,forest,0,
2023-09-25,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,2.5,1.3,14.7,41.7,36.7,4.73,3.01,-0.17,1,1,forest,0,
2023-09-26,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,5.6,2.1,14.6,35.6,35.6,4.73,2.9,-0.11,1,1,forest,0,
2023-09-27,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,6.6,2.7,14.7,39.5,32.9,4.73,2.78,-0.12,1,1,built-up,0,
2023-09-28,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,7.0,2.6,19.2,41.3,33.0,4.73,2.77,-0.01,1,1,barren,0,
2023-09-29,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,3.0,0.9,16.6,36.9,29.5,4.73,2.79,0.02,1,1,barren,0,
2023-09-30,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,1.3,0.4,11.3,32.5,28.2,4.73,2.69,-0.1,1,1,agriculture,0,
2023-10-01,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,4.6,2.3,8.9,30.6,27.0,4.73,2.62,-0.07,1,1,built-up,0,
2023-10-02,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,3.2,1.0,9.1,31.3,25.7,4.73,2.51,-0.11,1,1,agriculture,0,
2023-10-03,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,23.4,6.3,31.2,49.1,33.8,4.73,2.67,0.16,1,1,agriculture,0,
2023-10-04,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,3.9,1.8,30.5,46.4,31.2,4.73,2.51,-0.16,1,1,built-up,0,
2023-10-05,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,7.2,2.3,34.5,46.6,31.3,4.73,2.47,-0.04,1,1,built-up,0,
2023-10-06,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,12.3,3.5,23.4,55.9,33.0,4.73,2.54,0.07,1,1,forest,0,
2023-10-07,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,9.6,3.0,29.1,64.2,31.7,4.73,2.54,0.0,1,1,built-up,0,
2023-10-08,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,21.8,11.4,43.7,81.4,38.3,4.73,2.61,0.07,1,1,agriculture,0,
2023-10-09,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,7.3,3.7,38.7,85.5,37.2,4.73,2.6,-0.01,1,1,barren,0,
2023-10-10,Uttarakhand,Rudraprayag,V002,Sonprayag,30.6748,79.0439,1829,20.5,342.0,5.1,2.3,34.2,67.2,35.1,4.73,2.52,-0.08,1,1,agriculture,0,
2023-06-01,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,2.3,1.0,2.3,2.3,25.2,4.43,2.48,,5,1,built-up,0,
2023-06-02,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,7.7,3.8,10.0,10.0,25.4,4.43,2.54,0.06,5,1,forest,0,
2023-06-03,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,8.6,3.4,18.6,18.6,26.2,4.43,2.4,-0.14,5,1,built-up,0,
2023-06-04,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,2.7,0.8,19.0,21.3,24.2,4.43,2.29,-0.11,5,1,forest,0,
2023-06-05,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,4.8,2.1,16.1,26.1,22.2,4.43,2.29,0.0,5,1,built-up,0,
2023-06-06,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,9.0,4.1,16.5,35.1,23.5,4.43,2.34,0.05,5,1,forest,0,
2023-06-07,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,2.4,0.8,16.2,37.5,21.6,4.43,2.3,-0.04,5,1,agriculture,0,
2023-06-08,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,7.3,1.9,18.7,42.5,24.3,4.43,2.32,0.02,5,1,barren,0,
2023-06-09,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,1.9,0.9,11.6,36.7,21.5,4.43,2.27,-0.05,5,1,barren,0,
2023-06-10,Uttarakhand,Chamoli,V003,Joshimath Ward 3,30.5551,79.5644,1875,17.1,317.7,10.8,4.2,20.0,38.9,25.5,4.43,2.29,0.02,5,1,forest,0,
